Path	Replication	ModificationTime	AccessTime	PreferredBlockSize	BlocksCount	FileSize	NSQUOTA	DSQUOTA	Permission	UserName	GroupName
/files/file5	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file6	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file7	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file8	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file9	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file10	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file11	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file12	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file13	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file14	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file15	3	2023-11-29 20:43	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file16	3	2023-11-29 20:44	2023-11-29 20:43	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file17	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file18	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file19	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file20	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file21	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file22	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file23	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file24	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file25	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file26	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file27	3	2023-11-29 20:44	2023-11-29 20:44	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file28	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file29	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file30	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file31	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file32	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file33	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file34	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file35	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file36	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file37	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file38	3	2023-11-29 20:45	2023-11-29 20:45	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file39	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file40	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file41	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file42	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file43	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file44	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file45	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file46	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file47	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file48	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file49	3	2023-11-29 20:46	2023-11-29 20:46	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file50	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file51	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file52	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file53	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file54	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file55	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file56	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file57	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file58	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file59	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file60	3	2023-11-29 20:47	2023-11-29 20:47	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file61	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file62	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file63	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file64	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file65	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file66	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file67	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file68	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file69	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file70	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file71	3	2023-11-29 20:48	2023-11-29 20:48	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file72	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file73	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file74	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file75	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file76	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file77	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file78	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file79	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file80	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file81	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file82	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file83	3	2023-11-29 20:49	2023-11-29 20:49	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file84	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file85	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file86	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file87	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file88	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file89	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file90	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file91	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file92	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file93	3	2023-11-29 20:50	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file94	3	2023-11-29 20:51	2023-11-29 20:50	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file95	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file96	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file97	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file98	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file99	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file100	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file101	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file102	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file103	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file104	3	2023-11-29 20:51	2023-11-29 20:51	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file105	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file106	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file107	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file108	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file109	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file110	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file111	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file112	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file113	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file114	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file115	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file116	3	2023-11-29 20:52	2023-11-29 20:52	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file117	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file118	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file119	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file120	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file121	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file122	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file123	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file124	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file125	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file126	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file127	3	2023-11-29 20:53	2023-11-29 20:53	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file128	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file129	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file130	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file131	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file132	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file133	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file134	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file135	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file136	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file137	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file138	3	2023-11-29 20:54	2023-11-29 20:54	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file139	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file140	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file141	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file142	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file143	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file144	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file145	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file146	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file147	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file148	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file149	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file150	3	2023-11-29 20:55	2023-11-29 20:55	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file151	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file152	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file153	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file154	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file155	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file156	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file157	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file158	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file159	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file160	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file161	3	2023-11-29 20:56	2023-11-29 20:56	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file162	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file163	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file164	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file165	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file166	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file167	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file168	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file169	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file170	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file171	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file172	3	2023-11-29 20:57	2023-11-29 20:57	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file173	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file174	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file175	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file176	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file177	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file178	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file179	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file180	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file181	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file182	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file183	3	2023-11-29 20:58	2023-11-29 20:58	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file184	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file185	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file186	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file187	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file188	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file189	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file190	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file191	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file192	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file193	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file194	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file195	3	2023-11-29 20:59	2023-11-29 20:59	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file196	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file197	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file198	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file199	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file200	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file201	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file202	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file203	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file204	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file205	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file206	3	2023-11-29 21:00	2023-11-29 21:00	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file207	3	2023-11-29 21:01	2023-11-29 21:01	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
/files/file208	3	2023-11-29 21:01	2023-11-29 21:01	134217728	1	1048576	0	0	-rw-r--r--	hadoop	supergroup
